enteredby,2023-2024,bill.no,org,support.lvl,sponsor
Lee,2023-2024,SB-4,BuildCasa,3,0
Lee,2023-2024,SB-4,Burlingame United Methodist Church,3,0
Lee,2023-2024,SB-4,California Apartment Association,3,0
Lee,2023-2024,SB-4,California Association of Local Housing Finance Agencies,3,0
Lee,2023-2024,SB-4,California Catholic Conference,3,0
Lee,2023-2024,SB-4,California Community Builders,3,0
Lee,2023-2024,SB-4,California Conference of Carpenters,3,1
Lee,2023-2024,SB-4,California Contract Cities Association,0,0
Lee,2023-2024,SB-4,California Home Builders Alliance,3,0
Lee,2023-2024,SB-4,California Housing Consortium,3,0
Lee,2023-2024,SB-4,California Housing Partnership,3,0
Lee,2023-2024,SB-4,California Religious Action Center of Reform Judaism,3,0
Lee,2023-2024,SB-4,California Rural Legal Assistance Foundation,3,0
Lee,2023-2024,SB-4,California School Employees Association,3,0
Lee,2023-2024,SB-4,California State Association of Counties,3,0
Lee,2023-2024,SB-4,California State Board of Equalization,3,0
Lee,2023-2024,SB-4,California State Council of Laborers,3,0
Lee,2023-2024,SB-4,California YIMBY,3,0
Lee,2023-2024,SB-4,Carpenters Local 1109,3,0
Lee,2023-2024,SB-4,Carpenters Local 152,3,0
Lee,2023-2024,SB-4,Carpenters Local 1599,3,0
Lee,2023-2024,SB-4,Carpenters Local 1607,3,0
Lee,2023-2024,SB-4,Carpenters Local 1789,3,0
Lee,2023-2024,SB-4,Carpenters Local 180,3,0
Lee,2023-2024,SB-4,Carpenters Local 213,3,0
Lee,2023-2024,SB-4,Carpenters Local 217,3,0
Lee,2023-2024,SB-4,Carpenters Local 22,3,0
Lee,2023-2024,SB-4,Carpenters Local 2236,3,0
Lee,2023-2024,SB-4,Carpenters Local 323,3,0
Lee,2023-2024,SB-4,Carpenters Local 35,3,0
Lee,2023-2024,SB-4,Carpenters Local 405,3,0
Lee,2023-2024,SB-4,Carpenters Local 46,3,0
Lee,2023-2024,SB-4,Carpenters Local 505,3,0
Lee,2023-2024,SB-4,Carpenters Local 562,3,0
Lee,2023-2024,SB-4,Carpenters Local 605,3,0
Lee,2023-2024,SB-4,Carpenters Local 619,3,0
Lee,2023-2024,SB-4,Carpenters Local 661,3,0
Lee,2023-2024,SB-4,Carpenters Local 701,3,0
Lee,2023-2024,SB-4,Carpenters Local 713,3,0
Lee,2023-2024,SB-4,Carpenters Local 714,3,0
Lee,2023-2024,SB-4,Carpenters Local 721,3,0
Lee,2023-2024,SB-4,Carpenters Local 751,3,0
Lee,2023-2024,SB-4,Carpenters Local 805,3,0
Lee,2023-2024,SB-4,Carpenters Local 951,3,0
Lee,2023-2024,SB-4,Carpenters Women's Auxiliary 001,3,0
Lee,2023-2024,SB-4,Carpenters Women's Auxiliary 007,3,0
Lee,2023-2024,SB-4,Carpenters Women's Auxiliary 101,3,0
Lee,2023-2024,SB-4,Carpenters Women's Auxiliary 1904,3,0
Lee,2023-2024,SB-4,Carpenters Women's Auxiliary 417,3,0
Lee,2023-2024,SB-4,Carpenters Women's Auxiliary 710,3,0
Lee,2023-2024,SB-4,Carpenters Women's Auxiliary 91,3,0
Lee,2023-2024,SB-4,Castro Valley Democratic Club,3,0
Lee,2023-2024,SB-4,Catalysts for Local Control,0,0
Lee,2023-2024,SB-4,"Catholic Charities San Francisco, Marin, San Mateo Counties",3,0
Lee,2023-2024,SB-4,City & County of San Francisco ,3,0
Lee,2023-2024,SB-4,City and County of San Francisco,3,0
Lee,2023-2024,SB-4,City of Berkeley,3,0
Lee,2023-2024,SB-4,City of Beverly Hills,0,0
Lee,2023-2024,SB-4,City of Brentwood,0,0
Lee,2023-2024,SB-4,City of Emeryville,3,0
Lee,2023-2024,SB-4,City of Half Moon Bay,3,0
Lee,2023-2024,SB-4,City of Los Angeles,3,0
Lee,2023-2024,SB-4,City of Manhattan Beach,0,0
Lee,2023-2024,SB-4,City of Santa Clarita,0,0
Lee,2023-2024,SB-4,City of Santa Monica,3,0
Lee,2023-2024,SB-4,City of Thousand Oaks,0,0
Lee,2023-2024,SB-4,City of Visalia,0,0
Lee,2023-2024,SB-4,CivicWell,3,0
Lee,2023-2024,SB-4,Claremont United Church of Christ,3,0
Lee,2023-2024,SB-4,Claremont United Methodist Church,3,0
Lee,2023-2024,SB-4,Climate Resolve,3,0
Lee,2023-2024,SB-4,Coastside Jewish Community,3,0
Lee,2023-2024,SB-4,Community Coalition,3,0
Lee,2023-2024,SB-4,Community Corporation of Santa Monica,3,0
Lee,2023-2024,SB-4,"Community Economics, INC.",3,0
Lee,2023-2024,SB-4,"Con-Com-T, Inc",3,0
Lee,2023-2024,SB-4,Congregation Beth Am,3,0
Lee,2023-2024,SB-4,Congregation Beth Jacob,3,0
Lee,2023-2024,SB-4,Congregational Church of Belmont,3,0
Lee,2023-2024,SB-4,Congregational Church of San Mateo,3,0
Lee,2023-2024,SB-4,Construction Employers' Association,3,0
Lee,2023-2024,SB-4,Council of Infill Builders,3,0
Lee,2023-2024,SB-4,Crossroads UMC/Dignity Center Compton,3,0
Lee,2023-2024,SB-4,Culver City Democratic Club,3,0
Lee,2023-2024,SB-4,Cupertino for All,3,0
Lee,2023-2024,SB-4,Destination: Home,3,0
Lee,2023-2024,SB-4,"District Council 16, International Union of Painters and Allied Trades ",3,0
Lee,2023-2024,SB-4,Downtown Women's Center,3,0
Lee,2023-2024,SB-4,Drywall Lathers Local 9109,3,0
Lee,2023-2024,SB-4,Drywall Lathers Union Local 9068,3,0
Lee,2023-2024,SB-4,Drywall Lathers Union Local 9083,3,0
Lee,2023-2024,SB-4,Drywall Local Union 9144,3,0
Lee,2023-2024,SB-4,East Bay Alliance for A Sustainable Economy,3,0
Lee,2023-2024,SB-4,East Bay Asian Local Development Corporation,3,0
Lee,2023-2024,SB-4,East Bay for Everyone,3,0
Lee,2023-2024,SB-4,East Bay Housing Organizations,3,0
Lee,2023-2024,SB-4,Eastside Housing for All,3,0
Lee,2023-2024,SB-4,Eden Housing,3,0
Lee,2023-2024,SB-4,Eden United Church of Christ,3,0
Lee,2023-2024,SB-4,End Poverty in California,3,0
Lee,2023-2024,SB-4,"Enterprise Community Partners, INC.",3,0
Lee,2023-2024,SB-4,Episcopal Community Services of San Francisco,3,0
Lee,2023-2024,SB-4,Episcopal Impact Fund,3,0
Lee,2023-2024,SB-4,ETTA,3,0
Lee,2023-2024,SB-4,Everybody's Long Beach,3,0
Lee,2023-2024,SB-4,Faith Action for All,3,0
Lee,2023-2024,SB-4,Faith and Community Empowerment,3,0
Lee,2023-2024,SB-4,Faith in The Valley,3,0
Lee,2023-2024,SB-4,"Family Promise, San Gabriel Valley",3,0
Lee,2023-2024,SB-4,Father Joe's Villages,3,0
Lee,2023-2024,SB-4,Federation of Zoroastrian Associations of North America,3,0
Lee,2023-2024,SB-4,"Fieldstead and Company, INC.",3,0
Lee,2023-2024,SB-4,Firm Foundation Community Housing,3,0
Lee,2023-2024,SB-4,First Congregational Church of Berkeley,3,0
Lee,2023-2024,SB-4,First Congregational Church of Palo Alto,3,0
Lee,2023-2024,SB-4,First Congregational Church of San Jose,3,0
Lee,2023-2024,SB-4,Friends Committee on Legislation of California,3,0
Lee,2023-2024,SB-4,Generation Housing,3,0
Lee,2023-2024,SB-4,Generation Up ,3,0
Lee,2023-2024,SB-4,Govern for California,3,0
Lee,2023-2024,SB-4,Greenbelt Alliance,3,0
Lee,2023-2024,SB-4,Grow the Richmond,3,0
Lee,2023-2024,SB-4,Habitat for Humanity California,3,0
Lee,2023-2024,SB-4,Hadassah,3,0
Lee,2023-2024,SB-4,Hillsdale United Methodist Church,3,0
Lee,2023-2024,SB-4,Holos Communities,3,0
Lee,2023-2024,SB-4,Hope Solutions,3,0
Lee,2023-2024,SB-4,HOPICS,3,0
Lee,2023-2024,SB-4,House Farm Workers!,3,0
Lee,2023-2024,SB-4,Housing Action Coalition,3,0
Lee,2023-2024,SB-4,Housing California,3,0
Lee,2023-2024,SB-4,Housing Contractors of California,0,0
Lee,2023-2024,SB-4,Housing Leadership Council of San Mateo County,3,0
Lee,2023-2024,SB-4,How to ADU,3,0
Lee,2023-2024,SB-4,IKAR-LA,3,0
Lee,2023-2024,SB-4,Imagine LA,3,0
Lee,2023-2024,SB-4,Industrial Carpenters Union Local 2236,3,0
Lee,2023-2024,SB-4,Inner City Law Center,3,1
Lee,2023-2024,SB-4,Institute of The Sisters of Mercy of The Americas,3,0
Lee,2023-2024,SB-4,Interfaith Solidarity Network,3,0
Lee,2023-2024,SB-4,"International Union of Operating Engineers, Cal-Nevada Conference",3,0
Lee,2023-2024,SB-4,Jewish Center for Justice,3,0
Lee,2023-2024,SB-4,Jewish Community Relations Council of Sacramento,3,0
Lee,2023-2024,SB-4,Jewish Democratic Club of Silicon Valley,3,0
Lee,2023-2024,SB-4,Jewish Family & Children's Service of Long Beach and Orange County,3,0
Lee,2023-2024,SB-4,Jewish Family & Community Services East Bay,3,0
Lee,2023-2024,SB-4,Jewish Family Service of Los Angeles,3,0
Lee,2023-2024,SB-4,Jewish Family Service of San Diego,3,0
Lee,2023-2024,SB-4,Jewish Family Services of Silicon Valley,3,0
Lee,2023-2024,SB-4,Jewish Federation of The Greater San Gabriel and Pomona Valleys,3,0
Lee,2023-2024,SB-4,Jewish Long Beach,3,0
Lee,2023-2024,SB-4,Jewish Public Affairs Committee,3,1
Lee,2023-2024,SB-4,"John and Marilyn Wells Family Foundation, Stories From the Frontline ",3,0
Lee,2023-2024,SB-4,JVS SoCal,3,0
Lee,2023-2024,SB-4,L.A. Family Housing,3,0
Lee,2023-2024,SB-4,L.A. Forward,3,0
Lee,2023-2024,SB-4,L.A. Voice,3,0
Lee,2023-2024,SB-4,Lafayette Orinda Presbyterian Church,3,0
Lee,2023-2024,SB-4,Lanterman Housing Alliance,3,0
Lee,2023-2024,SB-4,League of Women Voters of California,3,0
Lee,2023-2024,SB-4,Leo Baeck Temple,3,0
Lee,2023-2024,SB-4,LINC Housing,3,0
Lee,2023-2024,SB-4,Livable Communities Initiative,3,0
Lee,2023-2024,SB-4,Local Initiatives Support Corporation Bay Area,3,0
Lee,2023-2024,SB-4,Long Beach Gray Panthers,3,0
Lee,2023-2024,SB-4,Los Angeles Area Chamber of Commerce,3,0
Lee,2023-2024,SB-4,Los Angeles Business Council,3,0
Lee,2023-2024,SB-4,Los Angeles Homeless Services Authority,3,0
Lee,2023-2024,SB-4,Making Housing and Community Happen,3,0
Lee,2023-2024,SB-4,Many Mansions,3,0
Lee,2023-2024,SB-4,Menlo Together,3,0
Lee,2023-2024,SB-4,Mercy Housing ,3,0
Lee,2023-2024,SB-4,Merritt Community Capital Corporation,3,0
Lee,2023-2024,SB-4,Messiah Lutheran Church Redwood City,3,0
Lee,2023-2024,SB-4,MidPen Housing Corporation,3,0
Lee,2023-2024,SB-4,Millwrights Local 102,3,0
Lee,2023-2024,SB-4,Mission Bay Community Church,3,0
Lee,2023-2024,SB-4,Mission Housing Development Corporation,3,0
Lee,2023-2024,SB-4,Mission Street Neighbors,0,0
Lee,2023-2024,SB-4,Mountain View YIMBY,3,0
Lee,2023-2024,SB-4,Move LA,3,0
Lee,2023-2024,SB-4,Multi-Faith Action Coalition,3,0
Lee,2023-2024,SB-4,Multifaith Voices for Peace & Justice,3,0
Lee,2023-2024,SB-4,Muslim Public Affairs Council,3,0
Lee,2023-2024,SB-4,Napa-Solano for Everyone,3,0
Lee,2023-2024,SB-4,New Life Community Church,3,0
Lee,2023-2024,SB-4,NoHo Home Alliance,3,0
Lee,2023-2024,SB-4,Non-Profit Housing Association of Northern California ,3,1
Lee,2023-2024,SB-4,Non-Profit Housing Association of Northern California ,3,0
Lee,2023-2024,SB-4,Northern Neighbors,3,0
Lee,2023-2024,SB-4,Novin Development Corp.,3,0
Lee,2023-2024,SB-4,Oakland Peace Center,3,0
Lee,2023-2024,SB-4,One San Mateo,3,0
Lee,2023-2024,SB-4,Our Future Los Angeles,3,0
Lee,2023-2024,SB-4,Park Hill United Methodist Church,3,0
Lee,2023-2024,SB-4,Parkside Community Church,3,0
Lee,2023-2024,SB-4,Peninsula for Everyone,3,0
Lee,2023-2024,SB-4,Peninsula Sinai Congregation ,3,0
Lee,2023-2024,SB-4,Peninsula Solidarity Cohort,3,0
Lee,2023-2024,SB-4,Peninsula Temple Beth El,3,0
Lee,2023-2024,SB-4,Peninsula Temple Sholom,3,0
Lee,2023-2024,SB-4,People Acting in Community Together ,3,0
Lee,2023-2024,SB-4,People Assisting the Homeless,3,0
Lee,2023-2024,SB-4,People for Housing Orange County,3,0
Lee,2023-2024,SB-4,Pioneer United Methodist Church ,3,0
Lee,2023-2024,SB-4,Presbytery of San Gabriel,3,0
Lee,2023-2024,SB-4,Presbytery of The Pacific,3,0
Lee,2023-2024,SB-4,Progress Noe Valley,3,0
Lee,2023-2024,SB-4,Progressive Zionists of California,3,0
Lee,2023-2024,SB-4,Resources for Community Development,3,0
Lee,2023-2024,SB-4, San Francisco Bay Area Planning and Urban Research Association,3,0
Lee,2023-2024,SB-4,San Francisco Foundation,3,0
Lee,2023-2024,SB-4,San Francisco Housing Accelerator Fund,3,0
Lee,2023-2024,SB-4,San Francisco YIMBY,3,0
Lee,2023-2024,SB-4,San Gabriel Valley Consortium on Homelessness,3,0
Lee,2023-2024,SB-4,San Gabriel Valley Council of Governments,0,0
Lee,2023-2024,SB-4,San Mateo County Economic Development Association,3,0
Lee,2023-2024,SB-4,San Pedro United Methodist Church,3,0
Lee,2023-2024,SB-4,Santa Cruz YIMBY,3,0
Lee,2023-2024,SB-4,Santa Monica Democratic Club,3,0
Lee,2023-2024,SB-4,Santa Monica Forward,3,0
Lee,2023-2024,SB-4,Santa Rosa YIMBY,3,0
Lee,2023-2024,SB-4,SEIU California,3,0
Lee,2023-2024,SB-4,Sierra Foothills Unitarian Universalists,3,0
Lee,2023-2024,SB-4,Silicon Valley Community Foundation,3,0
Lee,2023-2024,SB-4,"Skyline Community Church, United Church of Christ",3,0
Lee,2023-2024,SB-4,SLO County YIMBY,3,0
Lee,2023-2024,SB-4,South Bay YIMBY,3,0
Lee,2023-2024,SB-4,South District California-Pacific Annual Conference United Methodist Church,3,0
Lee,2023-2024,SB-4,Southern California Association of Non-Profit Housing,3,1
Lee,2023-2024,SB-4,Southern California Plasterers' Local Union 200,3,0
Lee,2023-2024,SB-4,Southside Forward,3,0
Lee,2023-2024,SB-4,Southwest Regional Council of Carpenters,3,0
Lee,2023-2024,SB-4,St. Francis Center of Redwood City,3,0
Lee,2023-2024,SB-4,St. James AME Zion,3,0
Lee,2023-2024,SB-4,St. Joseph Center,3,0
Lee,2023-2024,SB-4,St. Mark's Episcopal Church Palo Alto,3,0
Lee,2023-2024,SB-4,St. Mary’s Episcopal Church in Los Angeles,3,0
Lee,2023-2024,SB-4,State Building and Construction Trades Council of California,0,0
Lee,2023-2024,SB-4,"Stephen Wise Temple, Los Angeles",3,0
Lee,2023-2024,SB-4,Stories From the Frontline,3,0
Lee,2023-2024,SB-4,Streets for All,3,0
Lee,2023-2024,SB-4,Sustainable Claremont,3,0
Lee,2023-2024,SB-4,SV@Home ,3,0
Lee,2023-2024,SB-4,Sycamores,3,0
Lee,2023-2024,SB-4,Tabernacle Community Development Corporation,3,0
Lee,2023-2024,SB-4,Temple Isaiah,3,0
Lee,2023-2024,SB-4,The John Stewart Company,3,0
Lee,2023-2024,SB-4,The People Concern,3,0
Lee,2023-2024,SB-4,The United Way of Greater Los Angeles,3,0
Lee,2023-2024,SB-4,The Unity Council,3,0
Lee,2023-2024,SB-4,Town of Atherton,0,0
Lee,2023-2024,SB-4,Trinity Baptist Church of San Mateo,3,0
Lee,2023-2024,SB-4,Trinity Church,3,0
Lee,2023-2024,SB-4,Union Station Homeless Services,3,0
Lee,2023-2024,SB-4,Unitarian Universalist Church of Palo Alto,3,0
Lee,2023-2024,SB-4,Unitarian Universalist Fellowship of Redwood City,3,0
Lee,2023-2024,SB-4,Unitarian Universalists of San Mateo,3,0
Lee,2023-2024,SB-4,United Way of Greater Los Angeles,3,0
Lee,2023-2024,SB-4,Urban Environmentalists,3,0
Lee,2023-2024,SB-4,Valley Industry and Commerce Association,3,0
Lee,2023-2024,SB-4,Venice Community Housing Corporation,3,0
Lee,2023-2024,SB-4,Ventura County Clergy and Laity United for Economic Justice ,3,0
Lee,2023-2024,SB-4,Wakeland Housing and Development Corporation ,3,0
Lee,2023-2024,SB-4,Wall and Ceiling Alliance,3,0
Lee,2023-2024,SB-4,Walnut Creek Homeless Task Force,3,0
Lee,2023-2024,SB-4,Walnut Creek Presbyterian Church,3,0
Lee,2023-2024,SB-4,Western Center on Law and Poverty,3,0
Lee,2023-2024,SB-4,Western Wall and Ceiling Contractors Association,3,0
Lee,2023-2024,SB-4,Westside Coalition,3,0
Lee,2023-2024,SB-4,Woodside Road United Methodist Church,3,0
Lee,2023-2024,SB-4,YIMBY Action,3,0
Lee,2023-2024,SB-4,YIMBY Democrats of San Diego County,3,0
Nanassy,2023-2024,AB-1053,Association of Bay Area Governments,3,0
Nanassy,2023-2024,AB-1053,California Apartment Association,3,0
Nanassy,2023-2024,AB-1053,California Coalition for Rural Housing,3,0
Nanassy,2023-2024,AB-1053,California Housing Consortium,3,0
Nanassy,2023-2024,AB-1053,California Housing Partnership ,3,0
Nanassy,2023-2024,AB-1053,California State Association of Counties,3,0
Nanassy,2023-2024,AB-1053,City and County of San Francisco,3,0
Nanassy,2023-2024,AB-1053,Community Corporation of Santa Monica,3,0
Nanassy,2023-2024,AB-1053,Community Housing Improvement Program ,3,0
Nanassy,2023-2024,AB-1053,Community Housing Works,3,0
Nanassy,2023-2024,AB-1053,Danco Communities,3,0
Nanassy,2023-2024,AB-1053,East Bay Asian Local Development Corporation,3,0
Nanassy,2023-2024,AB-1053,East Bay Housing Organizations,3,0
Nanassy,2023-2024,AB-1053,Eden Housing,3,0
Nanassy,2023-2024,AB-1053,"Enterprise Community Partners, INC.",3,0
Nanassy,2023-2024,AB-1053,Housing Authority of The City of Santa Barbara,3,0
Nanassy,2023-2024,AB-1053,Many Mansions,3,0
Nanassy,2023-2024,AB-1053,Metropolitan Transportation Commission,3,0
Nanassy,2023-2024,AB-1053,MidPen Housing Corporation,3,0
Nanassy,2023-2024,AB-1053,Resources for Community Development,3,0
Nanassy,2023-2024,AB-1053,San Diego Housing Commission,3,0
Nanassy,2023-2024,AB-1053,San Francisco Housing Accelerator Fund,3,0
Nanassy,2023-2024,AB-1053,San Joaquin Valley Housing Collaborative,3,0
Nanassy,2023-2024,AB-1053,Self Help Enterprises,3,0
Nanassy,2023-2024,AB-1053,Supportive Housing Alliance,3,0
Nanassy,2023-2024,AB-1053,Wakeland Housing and Development Corporation,3,0
Nanassy,2023-2024,AB-1335,Abundant Housing LA ,3,1
Nanassy,2023-2024,AB-1335,Active San Gabriel Valley,3,0
Nanassy,2023-2024,AB-1335,ActiveSGV,3,0
Nanassy,2023-2024,AB-1335,Ascencia,3,0
Nanassy,2023-2024,AB-1335,Association of Bay Area Governments,0,0
Nanassy,2023-2024,AB-1335,Bay Area Council,3,0
Nanassy,2023-2024,AB-1335,BuildCasa,3,0
Nanassy,2023-2024,AB-1335,California Association of Councils of Governments,0,0
Nanassy,2023-2024,AB-1335,California Association of Realtors,3,0
Nanassy,2023-2024,AB-1335,California Building Industry Association,3,0
Nanassy,2023-2024,AB-1335,California Community Builders,3,0
Nanassy,2023-2024,AB-1335,California Environmental Voters,3,0
Nanassy,2023-2024,AB-1335,California YIMBY,3,0
Nanassy,2023-2024,AB-1335,Central City Association of Los Angeles,3,0
Nanassy,2023-2024,AB-1335,CivicWell,3,0
Nanassy,2023-2024,AB-1335,Climate Action Campaign,3,0
Nanassy,2023-2024,AB-1335,Community Corporation of Santa Monica,3,0
Nanassy,2023-2024,AB-1335,Council of Infill Builders,3,0
Nanassy,2023-2024,AB-1335,East Bay YIMBY,3,0
Nanassy,2023-2024,AB-1335,"Fieldstead and Company, INC.",3,0
Nanassy,2023-2024,AB-1335,Greenbelt Alliance,3,0
Nanassy,2023-2024,AB-1335,Grow the Richmond,3,0
Nanassy,2023-2024,AB-1335,Housing Action Coalition,3,0
Nanassy,2023-2024,AB-1335,How to ADU,3,0
Nanassy,2023-2024,AB-1335,Inner City Law Center,3,0
Nanassy,2023-2024,AB-1335,Livable Communities Initiative,3,0
Nanassy,2023-2024,AB-1335,Metropolitan Transportation Commission,0,0
Nanassy,2023-2024,AB-1335,MidPen Housing Corporation,3,0
Nanassy,2023-2024,AB-1335,Mountain View YIMBY,3,0
Nanassy,2023-2024,AB-1335,Napa-Solano for Everyone,3,0
Nanassy,2023-2024,AB-1335,National Association of Hispanic Real Estate Professionals,3,0
Nanassy,2023-2024,AB-1335,Northern Neighbors,3,0
Nanassy,2023-2024,AB-1335,Northern Neighbors ,3,0
Nanassy,2023-2024,AB-1335,Our Future Los Angeles,3,0
Nanassy,2023-2024,AB-1335,Peninsula for Everyone,3,0
Nanassy,2023-2024,AB-1335,People Assisting the Homeless,3,0
Nanassy,2023-2024,AB-1335,People for Housing Orange County,3,0
Nanassy,2023-2024,AB-1335,People for Housing Orange County,3,0
Nanassy,2023-2024,AB-1335,Progress Noe Valley,3,0
Nanassy,2023-2024,AB-1335,San Francisco YIMBY,3,0
Nanassy,2023-2024,AB-1335,SLO County YIMBY,3,0
Nanassy,2023-2024,AB-1335,Sand Hill Property Company,3,0
Nanassy,2023-2024,AB-1335,Santa Cruz YIMBY,3,0
Nanassy,2023-2024,AB-1335,Santa Rosa YIMBY,3,0
Nanassy,2023-2024,AB-1335,SV@Home,3,0
Nanassy,2023-2024,AB-1335,Silicon Valley Leadership Group,3,0
Nanassy,2023-2024,AB-1335,SLO County YIMBY,3,0
Nanassy,2023-2024,AB-1335,South Bay YIMBY,3,0
Nanassy,2023-2024,AB-1335,Southern California Association of Governments,0,0
Nanassy,2023-2024,AB-1335,Southside Forward,3,0
Nanassy,2023-2024,AB-1335,SPUR,3,0
Nanassy,2023-2024,AB-1335,Streets for All,3,0
Nanassy,2023-2024,AB-1335,Streets for People Bay Area,3,0
Nanassy,2023-2024,AB-1335,The Santa Monica Democratic Club,3,0
Nanassy,2023-2024,AB-1335,The United Way of Greater Los Angeles,3,0
Nanassy,2023-2024,AB-1335,United Way of Greater Los Angeles,3,0
Nanassy,2023-2024,AB-1335,Urban Environmentalists,3,0
Nanassy,2023-2024,AB-1335,Valley Industry and Commerce Association ,3,0
Nanassy,2023-2024,AB-1335,Venice Community Housing Corporation,3,0
Nanassy,2023-2024,AB-1335,Ventura County YIMBY,3,0
Nanassy,2023-2024,AB-1335,YIMBY Action,3,0
Nanassy,2023-2024,AB-1764,California Housing Partnership ,3,0
Nanassy,2023-2024,AB-2373,"Golden State Manufactured Home Owners League, INC.",3,0
Nanassy,2023-2024,AB-2373,Western Center on Law and Poverty,3,0
Nanassy,2023-2024,AB-2553,Abundant Housing LA,3,0
Nanassy,2023-2024,AB-2553,Association of Environmental Professionals,3,0
Nanassy,2023-2024,AB-2553,California Community Builders,3,0
Nanassy,2023-2024,AB-2553,California YIMBY,3,0
Nanassy,2023-2024,AB-2553,Circulate San Diego,3,0
Nanassy,2023-2024,AB-2553,City of Huntington Beach,0,0
Nanassy,2023-2024,AB-2553,CivicWell,3,0
Nanassy,2023-2024,AB-2553,East Bay Leadership Council,3,0
Nanassy,2023-2024,AB-2553,East Bay YIMBY,3,0
Nanassy,2023-2024,AB-2553,Grow the Richmond,3,0
Nanassy,2023-2024,AB-2553,Habitat for Humanity California,3,0
Nanassy,2023-2024,AB-2553,Housing Action Coalition,3,0
Nanassy,2023-2024,AB-2553,LeadingAge California,3,0
Nanassy,2023-2024,AB-2553,MidPen Housing Corporation,3,0
Nanassy,2023-2024,AB-2553,Monterey Bay Economic Partnership,3,0
Nanassy,2023-2024,AB-2553,Mountain View YIMBY,3,0
Nanassy,2023-2024,AB-2553,Napa-Solano for Everyone,3,0
Nanassy,2023-2024,AB-2553,Northern Neighbors,3,0
Nanassy,2023-2024,AB-2553,Peninsula for Everyone,3,0
Nanassy,2023-2024,AB-2553,Progress Noe Valley,3,0
Nanassy,2023-2024,AB-2553,San Francisco YIMBY,3,0
Nanassy,2023-2024,AB-2553,SLO County YIMBY,3,0
Nanassy,2023-2024,AB-2553,Sand Hill Property Company,3,0
Nanassy,2023-2024,AB-2553,Santa Cruz YIMBY,3,0
Nanassy,2023-2024,AB-2553,Santa Rosa YIMBY,3,0
Nanassy,2023-2024,AB-2553,South Bay YIMBY,3,0
Nanassy,2023-2024,AB-2553,Southside Forward,3,0
Nanassy,2023-2024,AB-2553,SPUR,3,0
Nanassy,2023-2024,AB-2553,Streets for People,3,0
Nanassy,2023-2024,AB-2553,Urban Environmentalists,3,0
Nanassy,2023-2024,AB-2553,Ventura County YIMBY,3,0
Nanassy,2023-2024,AB-2553,YIMBY Action,3,0
Nanassy,2023-2024,AB-2674,A Better Way,3,0
Nanassy,2023-2024,AB-2674,Aspiranet,3,0
Nanassy,2023-2024,AB-2674,Association of Community Human Service Agencies,3,0
Nanassy,2023-2024,AB-2674,California Alliance of Caregivers,3,0
Nanassy,2023-2024,AB-2674,California Alliance of Child and Family Services,3,0
Nanassy,2023-2024,AB-2674,California Youth Connection (CYC),3,0
Nanassy,2023-2024,AB-2674,Children Now,3,0
Nanassy,2023-2024,AB-2674,Ethos,3,0
Nanassy,2023-2024,AB-2674,First Place for Youth,3,0
Nanassy,2023-2024,AB-2674,Power CA Action,3,0
Nanassy,2023-2024,AB-2674,Safe Place for Youth,3,0
Nanassy,2023-2024,AB-2674,Sycamores,3,0
Nanassy,2023-2024,AB-2674,Walden Family Services ,3,1
Nanassy,2023-2024,AB-2674,Youth Law Center,3,0
Nanassy,2023-2024,AB-2904,California Apartment Association,3,0
Nanassy,2023-2024,AB-2904,NAIOP ,3,0
Nanassy,2023-2024,AB-3160,Abode Communities,3,0
Nanassy,2023-2024,AB-3160,Alliant Strategic Development,3,0
Nanassy,2023-2024,AB-3160,California Apartment Association,3,0
Nanassy,2023-2024,AB-3160,California Association of Local Housing Finance Agencies,3,0
Nanassy,2023-2024,AB-3160,California Community Builders,3,0
Nanassy,2023-2024,AB-3160,California Community Foundation,3,0
Nanassy,2023-2024,AB-3160,California Conference of Carpenters,3,0
Nanassy,2023-2024,AB-3160,California Housing Consortium,3,0
Nanassy,2023-2024,AB-3160,California Housing Partnership ,3,1
Nanassy,2023-2024,AB-3160,Corporation for Supportive Housing,3,0
Nanassy,2023-2024,AB-3160,"Cty Housing, INC.",3,0
Nanassy,2023-2024,AB-3160,Democrats for Israel - CA,3,0
Nanassy,2023-2024,AB-3160,Democrats for Israel Los Angeles,3,0
Nanassy,2023-2024,AB-3160,East Bay Housing Organizations,3,0
Nanassy,2023-2024,AB-3160,Eden Housing,3,0
Nanassy,2023-2024,AB-3160,"Enterprise Community Partners, INC.",3,0
Nanassy,2023-2024,AB-3160,ETTA,3,0
Nanassy,2023-2024,AB-3160,Greenlining Institute,3,0
Nanassy,2023-2024,AB-3160,Hadassah,3,0
Nanassy,2023-2024,AB-3160,Hias,3,0
Nanassy,2023-2024,AB-3160,Holocaust Museum LA,3,0
Nanassy,2023-2024,AB-3160,Homes & Hope,3,0
Nanassy,2023-2024,AB-3160,Housing California,3,0
Nanassy,2023-2024,AB-3160,Inner City Law Center,3,0
Nanassy,2023-2024,AB-3160,JCRC Bay Area,3,0
Nanassy,2023-2024,AB-3160,Jewish Center for Justice,3,0
Nanassy,2023-2024,AB-3160,Jewish Community Federation and Endowment Fund,3,0
Nanassy,2023-2024,AB-3160,Jewish Democratic Club of Marin,3,0
Nanassy,2023-2024,AB-3160,Jewish Democratic Club of Solano County,3,0
